xID,yID,Div,Size0,Size4,Size24
2667,2612,0,459,701,807
2748,207,0,584,889,1101
2769,2590,0,497,726,826
2788,1484,0,532,746,851
2803,747,0,380,680,800
2807,2037,0,512,770,865
2816,2325,0,419,557,627
2828,810,0,329,543,751
2829,1448,0,508,754,888
2837,2466,0,524,810,908
2927,2310,0,436,680,749
2934,1153,0,491,700,828
2937,396,0,543,794,927
2940,751,2,1077,1303,-1
2967,1661,0,491,732,826
2982,1137,0,434,644,756
2988,2200,0,567,898,959
3021,2148,0,475,740,818
3069,391,0,575,814,973
3081,205,2,679,992,-1
3141,1735,0,512,742,792
3159,1157,0,388,478,604
3159,2491,0,406,617,744
3194,2599,0,484,754,857
3204,2403,2,716,1119,-1
3242,1114,0,487,684,860
3263,2593,0,392,636,695
3275,2021,0,588,840,1013
3302,1350,0,598,854,973
3302,2343,0,528,690,847
3307,393,2,702,1056,-1
3341,2605,0,514,750,851
3365,155,1,675,1057,-1
3369,1543,0,553,733,875
3368,2479,0,475,743,790
3375,1664,0,405,470,526
3444,1247,0,385,508,560
3458,2305,0,619,867,967
3493,2125,0,558,828,938
3561,2474,2,673,1041,-1
3565,1075,0,434,632,656
3606,360,0,618,955,1085
3664,2260,0,378,507,603
3690,641,0,500,722,892
3695,1474,0,517,737,867
3736,2227,2,808,1197,-1
3749,1839,0,361,465,485
3769,2016,0,622,931,1055
3784,1862,0,572,865,956
3799,1240,0,603,822,1011
3804,2076,0,357,465,563
3838,1133,0,555,801,910
3850,2220,0,565,714,932
3855,2334,0,438,644,771
3868,1699,0,552,759,896
3871,281,0,634,784,922
202,394,0,649,944,1392
247,2573,2,699,1032,-1
342,1826,0,510,716,879
391,2128,0,578,954,1347
411,571,0,491,684,1088
496,2859,1,559,867,-1
533,1048,0,523,851,1161
548,1858,0,545,808,1220
572,2767,0,454,668,964
610,537,0,441,655,996
647,1450,1,540,817,-1
656,1713,0,434,685,997
684,2085,0,462,799,1038
698,2389,0,436,641,911
755,1614,0,433,645,908
840,2204,0,559,652,863
884,2565,0,503,638,970
888,634,0,381,675,985
892,1070,0,385,530,838
942,1839,0,549,671,914
976,1947,0,436,630,850
1045,1940,0,548,782,1022
1054,2550,1,552,870,-1
1052,2607,0,380,613,941
1073,1720,2,652,958,-1
1084,2789,0,400,508,713
1109,309,1,596,935,-1
1113,1464,0,449,675,929
1152,430,0,413,639,938
1169,2721,2,575,1003,-1
1207,1725,2,636,960,-1
1219,2758,0,392,622,893
1233,2099,0,364,607,829
1274,1110,0,508,686,865
1282,1982,0,679,1224,1522
1308,927,1,477,696,-1
1317,2357,0,400,575,812
1365,1411,0,361,487,614
1373,508,2,588,960,-1
1380,1693,0,460,515,786
1388,669,0,614,955,1209
1409,2259,0,470,682,977
1445,1554,0,454,699,946
1455,1450,0,450,725,880
1455,2100,0,499,757,964
1487,623,0,516,726,953
1510,1315,2,684,1119,-1
1520,682,0,489,668,1001
1522,2737,0,466,715,1014
1537,2403,0,424,650,801
1574,77,2,560,845,-1
1570,2624,0,551,885,1152
1582,2237,2,734,1174,-1
1576,875,0,455,756,953
1584,2922,0,525,735,1037
1608,1214,0,334,506,710
1613,262,0,508,636,867
1655,115,0,583,816,1118
1682,386,2,873,1394,-1
1697,586,1,642,987,-1
1712,2280,0,528,810,952
1722,965,1,493,770,-1
1736,2090,0,412,609,819
1760,1885,1,523,828,-1
1788,1236,0,384,521,719
1792,661,0,375,588,814
1798,120,1,540,830,-1
1801,1784,0,645,936,1039
1825,1961,0,423,582,893
1859,486,0,459,747,998
1887,1120,0,417,595,798
1905,616,0,411,671,930
1903,692,0,362,520,668
1913,2131,0,450,670,818
1916,2268,0,427,614,892
1935,1702,0,392,530,658
1957,1571,0,586,717,961
2005,652,0,402,644,704
2048,596,1,645,1085,-1
2065,520,1,633,909,-1
2077,472,1,504,744,-1
2084,1447,0,467,733,939
2084,2413,0,385,590,797
2136,2018,0,452,582,800
2141,1108,0,363,519,659
2169,1268,0,429,621,821
2174,2733,0,518,743,931
2177,1890,0,476,658,902
2182,805,1,495,826,-1
2206,2578,0,422,533,668
2212,2200,0,497,712,908
2262,1415,1,589,878,-1
2303,1346,0,339,510,688
2313,575,2,604,890,-1
2405,1798,1,619,900,-1
2408,2716,2,673,1182,-1
2412,2236,0,482,736,927
2413,1905,0,432,581,706
2473,2906,0,564,877,1083
2536,2920,0,411,581,739
2609,1873,0,607,875,1110
2622,2268,0,441,672,895
2636,1382,2,635,952,-1
2640,1136,1,441,635,-1
2662,996,0,357,328,350
2684,1998,2,584,845,-1
2738,1937,0,440,603,702
2749,1043,2,525,846,-1
2750,781,0,540,815,1067
2782,2668,0,504,779,1002
2791,1821,0,486,719,839
2793,2134,0,500,692,782
2809,1642,0,527,768,914
2824,2325,2,553,836,-1
2863,1642,0,380,538,740
2871,1433,0,408,495,594
2892,2177,0,541,633,798
2895,591,1,520,803,-1
2916,1499,1,521,853,-1
2955,2618,2,724,1003,-1
2997,2348,0,384,591,737
3011,216,0,553,817,990
3056,1019,0,408,557,695
3063,252,0,463,679,817
3088,800,0,378,512,702
3103,1672,2,713,1125,-1
3101,2810,1,614,866,-1
3120,2868,1,561,803,-1
3125,303,0,563,784,1028
3146,848,0,507,725,969
3159,2237,2,669,993,-1
3161,2914,0,411,623,863
3179,1067,1,438,655,-1
3191,1786,2,629,1000,-1
3202,459,0,510,737,946
3235,603,2,582,932,-1
3238,713,0,662,947,1149
3248,2287,1,443,693,-1
3250,1349,1,477,701,-1
3269,371,1,548,891,-1
3283,287,0,603,864,1049
3354,1728,1,560,824,-1
3380,667,2,711,1116,-1
3468,528,0,475,650,904
3468,1668,0,561,735,894
3511,1567,2,640,1044,-1
3516,1789,2,700,1209,-1
3569,1908,0,433,711,947
3604,435,2,631,1048,-1
3615,1085,0,527,821,1060
3643,77,0,439,606,874
3665,1718,0,534,797,980
3675,155,1,591,859,-1
3680,308,0,518,704,924
3706,908,2,705,1013,-1
3726,1844,0,409,661,715
3732,827,0,366,406,560
3746,77,0,476,659,868
3816,1489,0,541,814,1002
3839,354,0,556,766,896
3840,2232,1,529,780,-1
3840,1006,1,464,706,-1
3841,684,1,517,822,-1
3846,892,1,559,830,-1
3865,1190,0,543,806,1038
77,782,0,561,751,1340
77,724,2,824,1103,-1
77,2631,0,522,855,1288
77,1535,2,701,822,-1
107,1804,2,980,1299,-1
195,2545,0,719,819,1233
219,2655,2,702,992,-1
247,2321,2,904,1140,-1
311,1940,0,524,626,988
338,2587,0,609,713,1100
414,1911,2,651,932,-1
423,2284,0,611,702,1068
424,1615,0,511,537,870
445,2098,0,649,847,1165
463,2696,0,660,766,1097
480,1605,0,503,677,958
490,2978,1,824,1021,-1
527,1772,2,821,1070,-1
521,2557,0,563,762,1013
578,2243,2,664,903,-1
602,2658,1,732,892,-1
612,1023,0,585,775,1071
624,2442,2,744,1066,-1
632,249,0,718,799,1183
659,1924,0,478,666,921
693,2164,2,1066,1503,-1
696,2006,2,743,948,-1
709,814,0,454,684,936
722,2882,0,467,579,978
760,925,0,565,685,1019
774,2536,0,678,976,1268
817,2204,0,547,726,1052
842,2066,2,837,1158,-1
855,2553,0,593,870,1185
893,2699,2,673,1012,-1
930,2195,2,1069,1507,-1
925,2341,0,500,712,963
933,471,0,548,729,1036
953,2789,0,547,738,932
961,525,1,615,848,-1
988,2412,0,511,750,1020
993,2820,0,587,807,1108
1014,2869,2,765,1042,-1
1011,2489,0,515,785,1072
1037,1903,0,514,765,994
1051,2572,2,727,1124,-1
1067,2987,2,640,1012,-1
1135,483,0,626,877,1200
1136,685,0,590,731,1000
1146,2116,0,645,981,1122
1144,264,2,616,941,-1
1157,2812,0,466,698,986
1162,537,0,533,716,871
1163,406,0,650,859,1151
1169,1879,2,728,1201,-1
1182,2564,1,493,801,-1
1205,2849,1,626,833,-1
1220,2618,0,466,740,987
1222,2773,0,386,573,608
1227,2242,0,461,586,809
1274,2051,0,521,827,1054
1269,2821,0,539,724,1005
1296,2240,0,452,710,927
1332,2946,0,377,433,549
1345,2767,0,466,670,792
1376,2273,0,421,593,716
1386,2998,0,481,621,914
1416,2511,0,582,868,1122
1423,2302,0,563,838,1050
1445,2919,0,436,638,810
1473,2241,0,531,839,1023
1478,2171,0,586,886,985
1499,524,1,533,753,-1
1509,2463,0,475,704,880
1523,2322,1,590,859,-1
1526,2863,0,462,756,960
1554,683,0,512,773,940
1592,2519,0,405,616,833
1622,2745,0,340,556,743
1631,1617,0,595,890,1125
1641,1323,0,562,818,918
1644,3000,2,628,920,-1
1649,791,1,596,839,-1
1645,249,0,452,673,866
1649,77,0,513,575,938
1671,2799,0,428,586,829
1693,1851,0,578,827,973
1705,259,0,536,623,972
1755,1568,0,656,901,1018
1754,2087,0,437,603,791
1759,2168,0,516,780,960
1777,1975,0,460,653,839
1790,2565,0,347,473,570
1803,2121,0,630,953,1133
1840,507,1,530,785,-1
1850,2784,0,571,791,937
1900,718,0,538,710,978
1905,1588,2,712,1116,-1
1938,506,0,318,466,600
1970,1458,0,339,482,624
1983,2086,1,560,894,-1
1995,430,2,1134,1517,-1
1989,1542,0,447,560,726
2016,761,0,536,765,949
2029,2013,0,641,1050,1167
2027,3000,0,511,771,972
2030,1049,0,491,787,970
2060,2420,0,505,674,922
2081,566,1,611,920,-1
2088,2611,0,417,608,722
2112,2572,0,572,932,1042
2117,2648,0,499,744,791
2115,2427,0,562,627,713
2135,2332,0,462,677,839
2188,2860,0,513,754,895
2185,1170,0,432,602,798
2197,2222,0,523,777,945
2213,427,1,409,732,-1
2216,1996,0,544,748,950
2252,1172,0,487,695,865
2264,2522,0,403,526,667
2289,2100,0,621,998,992
2305,2810,0,537,806,947
2359,1972,2,890,1530,-1
2359,2349,0,490,741,823
2359,2846,0,383,429,481
2360,2925,0,360,538,646
2374,2988,0,446,658,837
2392,2028,0,422,695,838
2409,2322,0,537,822,971
2414,1628,2,600,987,-1
2419,2415,0,489,735,796
2423,77,0,534,722,1029
2441,2254,0,459,706,895
2461,1803,0,737,1183,1167
2487,2971,0,420,686,837
2506,2382,2,738,1261,-1
2550,1766,0,527,825,991
2589,1215,0,603,789,985
2601,323,2,681,856,-1
2616,2690,2,884,1377,-1
2636,2855,0,464,683,853
2646,1468,2,633,868,-1
2668,1187,2,617,962,-1
2704,77,1,560,691,-1
2709,2232,0,445,594,714
2715,807,0,506,746,931
2715,1031,0,448,500,622
2728,1479,0,402,598,700
2785,2102,2,964,1480,-1
2804,1126,1,619,772,-1
2822,2156,1,522,772,-1
2819,2259,0,416,613,715
2827,2832,0,467,793,919
2833,2699,0,426,694,708
2848,2305,2,809,1252,-1
2879,101,2,639,1045,-1
2881,398,0,450,675,954
2884,336,0,508,714,914
2887,503,0,493,654,950
2905,564,0,516,669,849
2951,219,2,639,963,-1
2957,1265,0,468,619,860
2981,486,0,515,776,1010
3036,1608,0,482,673,748
3048,276,0,636,727,1042
3059,1282,2,665,1089,-1
3083,2463,1,573,805,-1
3087,2992,1,597,953,-1
3093,2947,0,286,421,571
3148,146,2,842,1088,-1
3182,2428,2,605,881,-1
3193,2909,0,402,519,781
3209,2966,1,553,803,-1
3214,1258,0,566,825,1085
3213,572,0,533,739,1034
3232,351,0,450,585,857
3254,412,2,697,983,-1
3253,1887,1,556,848,-1
3292,1357,0,541,751,995
3323,2535,2,592,922,-1
3327,461,0,495,684,869
3387,1851,0,570,873,1011
3407,2920,0,569,778,995
3443,1463,2,685,1120,-1
3456,2698,0,509,708,908
3458,2168,0,601,822,1021
3465,2760,2,791,1152,-1
3481,2857,2,626,904,-1
3507,2479,0,480,714,817
3521,2937,2,691,1047,-1
3550,1370,1,567,817,-1
3561,2814,0,545,764,892
3567,1445,2,661,1005,-1
3563,1251,0,549,788,967
3573,2458,2,702,1092,-1
3577,2990,2,576,893,-1
3591,1060,0,438,642,813
3597,127,1,731,959,-1
3601,260,0,643,884,1003
3627,1021,0,794,1173,1224
3630,1822,2,691,1033,-1
3654,2778,0,541,571,841
3660,2949,0,551,759,959
3709,81,0,622,757,977
3759,2209,0,522,765,943
3802,2466,0,509,759,1016
3803,2589,1,535,787,-1
3829,1443,0,583,861,1026
3832,1748,0,463,679,835
3880,1668,2,781,1217,-1
3880,920,0,535,738,931
3892,271,1,630,814,-1
3899,546,0,577,820,952
3901,601,0,451,718,897
3909,1741,0,480,697,971
3937,2061,0,602,826,1034
3940,293,0,616,905,1115
3951,1902,2,822,1370,-1
3958,2137,0,517,752,808
3961,1358,1,619,985,-1
3972,856,0,666,852,1060
3980,2635,2,920,1362,-1
3991,2399,2,685,1037,-1
3992,2460,0,480,716,865
4017,2557,0,436,551,629
4040,2626,0,510,782,1002
4060,1097,0,565,771,860
4102,2174,1,680,952,-1
4100,2358,0,513,678,788
4145,869,2,758,1149,-1
4151,553,0,527,696,852
4155,1949,0,296,450,567
4170,379,1,666,914,-1
4170,2293,0,474,618,791
4177,2917,0,705,992,1201
4198,691,1,611,806,-1
4198,2723,0,611,874,1131
4207,797,2,732,1109,-1
4251,717,0,593,899,1093
4266,1249,0,513,764,863
4274,1405,0,566,738,913
4313,1291,1,612,955,-1
4328,1119,0,505,615,788
4366,525,0,601,764,895
4367,1038,0,550,762,1018
4382,900,0,587,730,935
77,1273,1,767,1128,-1
77,1464,0,553,898,1079
77,2607,2,739,1238,-1
77,2053,0,583,900,1365
90,2217,2,663,1143,-1
90,1093,2,789,1240,-1
115,415,0,570,976,1194
158,2903,0,658,983,1275
177,2042,0,640,1050,1266
196,1840,0,579,1036,1153
226,1671,0,626,956,1235
262,1830,0,787,1128,1215
265,824,0,553,893,1253
77,1273,1,767,1128,-1
281,2527,1,573,1003,-1
322,2088,1,610,1054,-1
346,1937,0,556,924,1230
364,508,0,478,831,1220
489,1016,2,910,1407,-1
502,1114,0,568,889,946
537,1452,0,600,942,1146
602,1566,2,742,1343,-1
616,726,1,639,1020,-1
644,1867,2,708,1243,-1
754,236,1,691,1141,-1
770,1438,0,452,722,933
782,395,2,690,1226,-1
811,518,0,547,908,1158
820,1726,0,508,879,1038
829,1315,2,684,1126,-1
854,1514,0,438,764,914
877,109,0,570,962,1091
937,622,2,790,1265,-1
999,2322,0,582,719,955
996,1036,0,423,602,798
1000,1289,0,402,744,860
1029,485,0,600,1006,1162
1084,2983,0,646,1027,1066
1101,449,0,527,885,1158
1161,2008,0,455,819,945
1171,534,0,527,774,985
1228,1739,0,551,774,995
1233,1037,0,498,734,1000
1266,1909,0,570,965,1174
1352,236,0,413,773,959
1360,2472,0,527,829,1046
1374,1068,0,492,821,1043
1428,2381,2,914,1454,-1
1423,1896,0,468,921,970
1456,1818,0,490,834,996
1471,1066,0,522,845,1045
1478,2207,0,517,772,933
1516,2704,0,396,615,793
1531,1815,0,475,809,925
1557,1123,2,790,1243,-1
1572,2952,0,553,821,1027
1606,606,0,452,708,1027
1611,2167,0,657,1030,1115
1626,2059,2,614,1050,-1
1639,2570,0,632,1072,1269
1657,997,2,643,1190,-1
1656,1968,0,492,666,874
1672,1084,0,477,648,837
1699,389,0,449,789,936
1716,2901,0,481,843,860
1745,622,0,499,798,954
1763,741,0,581,961,1077
1762,2832,0,614,1055,1165
1772,1693,0,672,974,1202
1810,1072,0,731,1172,1294
1811,1526,0,387,612,708
1822,1211,2,569,1029,-1
1823,526,0,495,787,986
1861,1571,0,564,904,989
1861,2360,1,545,804,-1
1871,1620,0,510,798,887
1873,1248,0,521,884,1066
1880,1828,0,532,793,892
1889,2733,0,548,803,1091
1893,2422,0,566,852,992
1900,117,0,687,1095,1259
1929,1552,0,476,724,878
1943,1593,0,405,644,764
1949,400,0,536,918,1025
1968,2644,2,1014,1561,-1
1987,589,0,442,658,834
1996,2723,0,524,865,1103
2005,1098,2,654,1091,-1
2018,2489,0,605,921,1094
2034,645,0,527,811,927
2041,2985,0,583,847,967
2044,1588,0,396,717,868
2087,2728,0,482,761,855
2099,613,0,507,793,975
2103,312,0,466,786,926
2105,2121,1,554,982,-1
2115,2437,0,554,915,988
2120,1669,1,600,1045,-1
2139,430,1,651,991,-1
2141,1252,0,517,801,945
2151,1478,0,629,960,999
2162,838,0,460,694,858
2212,77,0,522,945,1105
2238,967,0,473,731,906
2282,428,0,425,688,840
2287,906,0,471,687,821
2311,1441,2,711,1134,-1
2308,2561,0,456,806,971
2346,640,0,376,683,857
2354,489,0,410,694,843
2405,616,0,415,731,891
2448,2014,2,728,1220,-1
2445,953,0,402,632,709
2449,487,0,576,909,1037
2456,1655,2,784,1304,-1
2483,376,0,480,826,983
2486,2278,0,440,727,854
2496,77,0,647,951,1106
2537,1104,0,591,913,1057
2542,2770,0,667,1138,1251
2552,2469,0,687,1075,1269
2549,77,0,469,729,942
2559,377,0,601,926,1000
2574,1036,0,531,919,1001
2599,1381,0,667,979,1045
2611,1593,0,424,666,741
2629,2092,0,495,767,904
2643,1640,0,579,1015,998
2662,1417,0,498,668,763
2671,837,0,520,823,949
2675,1822,0,567,847,948
2688,2978,0,428,666,841
2693,2745,0,543,858,1039
2740,2900,0,545,898,958
2767,753,0,493,810,899
2783,2664,0,547,875,1022
2803,1906,0,544,835,919
2813,2000,0,496,726,813
2864,1789,0,435,589,700
2873,1669,0,530,795,962
2908,2859,0,540,755,876
2913,2203,0,651,1018,1112
2933,1091,0,528,823,952
2954,1796,0,631,996,1076
2959,1570,2,678,1182,-1
2982,610,0,592,940,1050
2990,2418,0,582,904,954
2996,2939,0,549,867,995
3002,1887,0,505,779,852
3017,222,0,527,903,1058
3044,2452,2,674,1113,-1
3049,2007,0,601,965,1079
3080,970,0,557,873,977
3107,451,0,478,735,880
3113,1948,0,474,763,762
3122,1154,0,558,862,946
3131,1561,0,558,869,1009
3152,252,0,524,825,969
3170,2264,2,1011,1481,-1
3205,1823,0,546,815,899
3223,2536,0,600,899,926
3289,1281,2,767,1199,-1
3316,2778,0,662,1033,1129
3323,1027,0,489,770,857
3327,498,0,617,944,1128
3330,1986,2,570,915,-1
3339,1228,0,358,574,614
3346,670,2,696,1110,-1
3367,1654,0,480,640,760
3382,2124,0,528,806,934
3399,230,2,661,1111,-1
3413,2070,0,426,653,668
3421,2161,0,444,596,677
3424,1908,0,500,770,810
3435,1797,0,679,722,705
3436,803,0,485,768,864
3447,609,0,690,1074,1113
3471,77,0,544,887,935
3531,2903,2,688,1111,-1
3544,2799,0,543,878,912
3552,2965,0,423,654,765
3558,2246,0,577,775,935
3596,2888,0,555,974,1108
3598,1784,0,535,929,1033
3610,2215,2,740,1131,-1
3624,788,0,534,812,958
3641,1632,0,527,801,880
3654,131,0,515,775,925
3686,969,0,449,692,780
3716,1498,0,504,760,817
3720,842,0,579,944,966
3734,2249,0,540,888,1018
3834,2471,0,719,1093,1211
3868,1351,0,409,639,729
3871,1587,0,535,797,889
3918,917,0,563,868,1008
3927,1316,0,430,655,799
3930,2530,0,480,759,854
3956,1636,0,666,1085,1188
3985,2635,3,1146,1708,-1
3994,1000,0,539,947,931
3997,2779,0,374,544,613
4024,412,0,609,969,1077
4042,2802,0,457,685,789
4085,2358,0,485,760,851
4108,1776,0,497,752,806
4113,1476,0,483,729,813
4120,2421,0,625,1065,1156
4175,2699,2,975,1443,-1
4173,2184,0,644,991,1096
4186,2838,0,576,817,898
4198,77,0,648,988,1104
4201,2054,0,464,590,640
4204,1999,1,706,1114,-1
4213,1453,0,509,728,802
4231,219,0,591,881,976
4228,2243,0,497,762,816
4244,77,0,648,1000,1104
4255,176,0,579,871,1002
4288,2481,0,647,760,908
4300,77,0,672,1016,1140
4317,1908,0,556,740,845
4325,2288,0,560,499,604
4326,2710,0,657,989,1130
4341,1486,2,1042,1611,-1
4366,2640,0,596,897,937

