xID,yID,Div0,Div6,Div12,Div18,Div24,Div30,Div36,Div48,Size0,Size6,Size12,Size18,Size24,Size30,Size36,Size48
1003,1663,0,0,0,0,0,0,0,0,543,577,924,967,1032,952,980,1333
927,662,0,0,0,0,0,0,0,0,477,500,814,824,940,866,898,880
1007,222,0,0,0,0,0,2,0,0,599,586,1078,1161,1190,1479,1482,1727
1052,1848,0,0,0,0,0,2,0,0,515,517,892,962,1007,1287,1281,1953
1059,1562,0,0,0,0,0,2,0,0,496,528,921,970,1078,1219,1259,1468
1069,2399,0,0,0,0,0,0,0,0,516,436,641,678,667,630,671,919
1178,2205,0,0,2,0,0,1,0,0,810,968,2189,2313,2509,2422,2444,2555
1207,1040,0,0,0,0,0,2,0,0,563,585,1046,1100,1249,1344,1376,1431
1236,2334,0,0,0,0,0,0,0,0,508,551,965,978,1020,975,951,1004
1292,1341,0,0,0,0,0,2,0,0,482,570,1038,1060,1274,1404,1400,1435
1310,395,0,3,0,0,0,0,0,0,1693,2377,4497,4728,5019,5057,4962,4853
1453,2248,0,0,0,0,2,0,0,0,567,656,1043,1125,1536,1480,1500,1725
1544,1055,0,2,0,0,0,1,0,0,1101,1586,2679,2764,3097,3326,3461,3375
1653,2142,0,0,2,0,0,0,0,0,662,738,1541,1680,1759,1751,1691,1763
1673,313,0,2,0,1,1,0,0,0,1528,2172,4402,5061,5706,5671,5674,5527
1724,775,0,0,0,0,0,2,0,0,486,541,904,959,1073,1184,1190,1235
1785,537,0,0,0,0,0,2,0,0,522,592,1078,1139,1336,1430,1411,1433
1843,2087,0,2,0,1,0,1,0,0,1317,1832,3083,3255,3840,3881,4013,4053
1976,846,0,2,0,0,0,0,0,0,999,1543,2556,2602,2885,2827,2932,2909
2112,1562,0,0,2,0,0,0,0,0,817,983,2170,2246,2319,2237,2255,2351
2224,354,0,0,0,0,0,2,0,0,518,644,1103,1192,1398,1568,1510,1525
2252,1581,0,3,0,0,0,0,0,0,1492,2055,3407,3529,3883,3858,4007,3946
2243,535,0,0,0,0,0,0,0,0,440,479,617,635,685,639,644,651
2362,121,0,2,0,0,0,0,0,0,1410,1930,3063,3291,3777,3944,4022,3994
2363,1796,0,0,0,0,0,2,0,0,445,570,886,959,1018,1221,1206,1278
2480,2567,0,0,0,0,0,2,0,0,605,684,1260,1281,1322,1573,1547,2117
2552,2267,0,0,0,0,0,2,0,0,587,682,1125,1169,1184,1391,1339,1641
2560,1071,0,0,0,0,0,0,0,0,507,569,946,1008,1022,955,941,951
2588,1978,0,2,0,0,2,0,0,0,1584,2199,4234,4487,5344,5590,5645,5451
2608,863,0,2,0,0,0,2,0,0,1215,1771,3090,3245,3577,3841,3948,3920
2612,398,0,0,2,0,0,0,0,0,870,944,2071,2149,2245,2186,2365,2283
2757,1123,0,0,2,0,0,0,0,0,674,811,1752,1916,2064,2099,2118,2149
2768,1248,0,0,0,0,0,0,0,0,420,540,682,671,717,673,656,611
2803,283,0,3,0,0,0,1,0,0,1652,2085,3466,3585,3931,3886,4000,3937
2797,1888,0,0,0,2,0,0,0,0,700,785,1337,1549,1707,1654,1641,1651
2811,921,0,2,0,0,0,1,0,0,1203,1759,2943,3103,3430,3692,3831,3855
2882,720,0,0,0,0,0,0,0,0,407,598,751,798,797,802,758,778
2886,1937,0,0,0,0,0,0,0,0,437,664,883,892,942,877,875,865
2903,88,0,3,0,0,0,0,0,0,1682,2246,4617,4811,5068,5017,5145,4845
2952,421,0,0,0,0,0,0,0,0,459,641,862,898,940,900,930,960
3062,538,0,2,0,0,0,1,0,0,1337,1953,3084,3293,3605,3961,4110,4095
3071,1066,0,0,0,0,0,0,0,0,1072,1633,1561,1510,1668,1523,1458,1594
3159,1876,0,0,0,0,0,2,0,0,586,806,1096,1168,1216,1445,1377,1454
77,1046,0,0,0,0,2,0,0,0,590,754,1303,1410,1427,1673,1756,1799
77,104,0,2,1,1,0,0,0,0,1677,2306,4394,5412,5505,5580,5685,5650
152,1112,0,2,0,0,0,0,0,0,1112,1481,2213,2454,2437,2412,2472,2560
232,1216,0,0,0,0,2,0,0,0,596,670,1338,1475,1769,1863,1884,1842
367,420,0,0,0,0,0,0,0,0,505,586,957,939,955,915,938,957
434,1467,0,3,0,0,0,0,0,0,1718,2085,3452,3812,3838,3968,4189,4193
454,527,0,0,0,0,0,0,0,0,379,538,542,575,546,553,591,592
462,899,0,0,0,0,0,2,0,0,529,603,919,1060,1068,1252,1275,1486
467,260,0,0,0,0,0,2,0,0,560,703,992,1127,1113,1481,1557,1575
471,455,0,0,0,0,0,0,0,0,520,653,1014,1049,1046,1040,955,1291
492,77,0,0,0,0,0,0,0,0,463,636,726,809,769,818,841,816
513,349,0,0,2,0,0,0,0,0,949,1028,2166,2234,2222,2292,2287,2447
594,2609,0,2,0,0,0,2,0,0,1208,1705,3021,3539,3697,4258,4382,4400
662,206,0,0,0,0,0,2,0,0,603,738,1218,1330,1254,1440,1400,1412
670,2747,0,2,0,0,0,2,0,0,1287,1733,2946,3330,3384,3729,3844,3854
668,2639,0,0,0,0,0,2,0,0,389,554,933,1036,1004,1243,1267,1321
706,2039,0,0,0,0,2,0,0,0,551,672,1138,1289,1428,1546,1528,1539
702,156,0,0,0,0,0,0,0,0,412,539,795,843,783,781,803,711
719,2547,0,0,2,0,0,0,0,0,756,844,1965,2043,2062,2080,2113,2009
821,1188,0,0,0,0,0,0,0,0,494,575,847,975,924,945,942,985
857,132,0,3,0,0,0,0,0,0,1874,2187,3542,4001,4046,4212,4457,4551
875,1601,0,3,0,0,0,1,0,0,1857,2480,4261,4717,4755,5421,5676,5967
888,457,0,0,0,0,0,0,0,0,451,573,900,1043,1000,999,1027,1049
902,2582,0,3,0,0,0,0,0,0,1751,2210,3653,4069,4098,4172,4355,4539
916,2216,0,2,0,0,1,0,0,0,1614,2034,3310,3709,3759,4124,4330,4446
922,1740,0,0,0,0,0,0,0,0,547,539,1037,1142,1088,1208,1130,1376
935,393,0,0,2,0,0,0,0,0,717,827,1745,2146,2172,2216,2215,2329
1004,2645,0,2,0,0,0,1,0,0,1507,1915,3356,3785,3842,4289,4588,4715
1098,1271,0,0,2,0,0,0,0,0,730,784,1814,2045,2053,2109,2115,2132
1123,297,0,0,2,0,0,1,0,0,1233,1514,2484,2697,2608,2789,2860,2896
1114,874,0,0,0,0,0,0,0,0,550,567,1002,1061,1042,1058,1051,1008
1144,1199,0,0,0,0,0,2,0,0,493,549,950,1132,1101,1252,1341,1353
1165,973,0,3,0,0,1,0,0,0,1904,2159,3495,3895,3874,4133,4286,4312
1223,2025,0,0,0,0,0,2,0,0,636,702,1224,1484,1436,1711,1725,1822
1260,1211,0,0,2,0,0,1,0,0,1171,1393,2605,2958,2936,3149,3156,3156
1270,1306,0,0,0,0,0,0,0,0,421,474,783,876,821,799,808,780
1283,2217,0,0,2,0,0,0,0,0,783,888,1703,1906,1860,1834,1853,1972
1356,1096,0,0,0,0,0,0,0,0,516,565,1053,1151,1092,1040,1054,1024
1551,2193,0,2,0,0,2,0,0,0,1633,2096,4202,4716,4988,5722,5701,5785
1556,1857,0,0,0,0,2,0,0,0,656,717,1192,1495,1616,1733,1724,1792
1593,1071,0,0,0,1,0,0,0,0,781,783,1812,2164,2179,2217,2201,2280
1615,414,0,0,0,0,0,2,0,0,537,569,1028,1137,1108,1234,1241,1375
1670,2100,0,0,0,0,2,0,0,0,685,721,1406,1549,1730,1783,1772,1834
1683,1276,0,3,0,0,0,0,0,0,1877,2165,3485,3943,3851,4030,4140,4335
1710,1179,0,0,0,0,0,2,0,0,420,510,938,1047,1038,1222,1238,1336
1825,166,0,0,0,0,0,0,0,0,460,591,812,939,880,861,886,933
1833,2737,0,0,2,0,0,0,0,0,791,932,1857,2012,1955,1978,2037,2066
1840,1901,0,0,2,0,0,0,0,0,893,1020,1992,2254,2228,2360,2373,2455
1863,2555,0,0,0,0,0,0,0,0,406,512,791,851,791,790,750,754
2025,1598,0,0,0,0,0,0,0,0,452,494,863,926,899,847,857,847
2039,1152,0,2,0,0,2,0,0,0,1562,1941,3372,3813,4088,4632,4855,5093
2072,864,0,0,0,0,0,2,0,0,404,551,780,895,888,1119,1154,1232
2083,1041,0,0,0,0,0,0,0,0,373,496,680,795,737,756,775,831
2090,303,0,0,0,0,0,0,0,0,474,560,877,925,908,851,991,607
2170,339,0,0,0,0,0,0,0,0,605,708,1049,1116,1069,1082,1081,1106
2184,944,0,0,0,0,0,0,0,0,489,618,919,1073,1001,1044,1041,1113
2197,1252,0,2,0,1,0,1,0,0,1663,2071,3745,4293,4254,4502,4629,4841
2195,1465,0,0,0,0,0,2,0,0,445,549,955,1045,1005,1256,1272,1330
2281,463,0,0,1,1,0,0,0,0,659,750,1459,1842,1777,1898,1525,1399
2297,1388,0,0,0,0,0,0,0,0,916,920,2070,2173,2212,2215,2192,2272
2379,1289,0,2,0,0,0,0,0,0,1153,1494,2575,2891,2825,2983,3169,3115
2424,2218,0,2,0,0,2,0,0,0,1722,2098,3714,4330,4674,4814,5025,5220
2469,1537,0,3,0,0,0,1,0,0,1739,2280,4361,4780,4773,5263,5492,5607
2460,629,0,0,0,0,0,2,0,0,560,702,1240,1412,1363,1647,1813,1632
2467,2690,0,0,0,0,0,0,0,0,434,671,817,966,899,910,912,911
2498,290,0,0,2,0,0,0,0,0,885,967,2079,2250,2222,2236,2294,2371
2633,1987,0,2,0,0,0,2,0,0,1187,1533,2875,3352,3305,3866,3995,4343
2633,1664,0,0,0,1,0,0,0,0,638,765,1433,1672,1575,1612,1542,1711
2668,1218,0,0,0,0,0,0,0,0,464,563,952,1017,976,944,910,930
2695,1332,0,0,0,0,0,0,0,0,638,741,1391,1586,1511,1454,1423,1474
2796,1608,0,0,0,1,0,0,0,0,694,809,1349,1605,1516,1452,1468,1479
2880,2703,0,0,0,0,0,0,0,0,441,717,826,978,907,889,908,947
2912,2449,0,0,1,1,0,0,0,0,657,832,1465,1863,1791,1806,1841,1891
2945,2573,0,0,0,0,0,0,0,0,488,890,998,1137,1089,1103,1112,1144
2945,2573,0,0,0,0,0,0,0,0,488,890,998,1137,1089,1103,1112,1144
2977,1649,0,0,1,0,0,1,1,0,629,803,1283,1525,1479,1665,1751,1837
3073,1985,0,2,0,2,0,0,0,0,1749,2155,3773,4668,4656,5090,5289,5455
3146,2084,0,3,0,0,0,2,0,0,1881,2560,4839,5363,5352,6076,6187,6417
3146,2084,0,3,0,0,0,2,0,0,1881,2560,4839,5363,5352,6076,6187,6417
3151,1275,0,3,0,0,0,1,0,0,2061,2403,4519,5027,4894,5128,5277,5460
3152,497,0,3,0,0,0,0,0,0,1851,2461,4617,5070,5066,5135,5222,5512

