context,target,truth_genes,training_magnitude,training_disagreement,variance_eligible_genes,zero_mse,zero_cosine,global_template_mse,global_template_cosine,target_mean_mse,target_mean_cosine,global_shrink_mse,global_shrink_cosine,heterogeneity_shrink_mse,heterogeneity_shrink_cosine,permuted_target_mean_mse,permuted_target_mean_cosine
K562,SRPRB,6642,0.02766647317917805,0.055839674149539976,6642,0.04939372638388983,nan,0.06847005650592741,0.1481389112660612,0.05660556122789769,0.27666168243535644,0.04600922136933065,0.27666168243535644,0.04566287083695246,0.276661682354151,0.1295931227868932,0.07659892685117609
K562,SRRM1,6642,0.07446100181361148,0.1159533368988449,6642,0.06265060440915449,nan,0.07555075764469718,0.2020714569944102,0.07440234801836043,0.45906543948827916,0.05162710244335449,0.45906543948827916,0.04971303077128791,0.45906543851775283,0.1432131134455688,0.13812069777671032
K562,SRRM2,6642,0.05985463018357123,0.12195164940295189,6642,0.04779919492529906,nan,0.07884224415495356,-0.005876246241098314,0.08476519870229265,0.21395900354358316,0.045817952727243344,0.21395900354358316,0.04661484270817214,0.21395900328068793,0.20319032264210338,-0.01804978145753561
K562,SRRT,6642,0.26297862318926696,0.28587356195889074,6641,0.2046135314690906,nan,0.2265686508058115,0.054591624060691506,0.18183659565944302,0.6160199098993019,0.14959528260688107,0.6160199098993019,0.12914872389403043,0.6160199100773581,0.25777970549999885,0.04488894982723766
K562,SRSF1,6642,0.13296505802476785,0.20286557365684327,6642,0.15218340064121627,nan,0.1724861967902614,0.07540866888506031,0.16934463236930636,0.4070432037251049,0.13154276017252925,0.4070432037251049,0.12736984191675893,0.4070432037082716,0.24253114370726003,0.06852878711292636
K562,SRSF10,6642,0.082475059066546,0.16629674700289343,6642,0.061137762811034155,nan,0.08847494168373354,0.037648160155256113,0.11343372866296675,0.21250057116022544,0.058747680701227295,0.21250057116022544,0.060046742582167904,0.21250057122348937,0.13411800713981356,-0.011398850075751418
K562,SRSF11,6642,0.010844019723605415,0.026876701309242985,6642,0.014252240667396141,nan,0.05001049614940898,-0.1236665217431018,0.02264135299673879,0.0987343782780285,0.014316265050900407,0.0987343782780285,0.014153188964557287,0.09873437807314019,0.21466170263264284,-0.11458341359313029
K562,SRSF2,6642,0.09792503950214443,0.19741473210780403,6642,0.11603105814924193,nan,0.13581317764171486,0.09073056334972451,0.16410560016050982,0.23383283623315307,0.10968874873411212,0.23383283623315307,0.11020163235379128,0.2338328363061282,0.143696753539038,0.017936368033516843
K562,SRSF3,6621,0.1796793179619175,0.27004200382020244,6641,0.2904958872913776,nan,0.29696524879784514,0.12814884375638125,0.35464733754145694,0.25294633034478814,0.2728298570811338,0.25294633034478814,0.27735360784000457,0.25294632994476257,0.3847764676099489,0.06942655027906534
K562,SRSF6,6642,0.022015552768957957,0.0385809647164483,6642,0.025071446249473675,nan,0.05779440099265725,-0.03844214401263494,0.03942080310600868,0.16315313670565487,0.024530869317721353,0.16315313670565487,0.025690665746830578,0.1631531353053795,0.16338804900114007,-0.04879049282604361
K562,SRSF7,6642,0.1277533695313381,0.2281747476676005,6642,0.11263086835007727,nan,0.11779145186513953,0.2166327565102628,0.1500761613730072,0.3764278072282194,0.09803843486204573,0.3764278072282194,0.09699167102839402,0.37642780769587153,0.2610615042530087,0.1485172432138094
K562,SS18L2,6642,0.03550554154919995,0.08467609953553508,6642,0.04868650475634922,nan,0.07380672634016106,0.07091004320904948,0.07447351588389092,0.11687408698899886,0.04847596850924116,0.11687408698899886,0.04818625243338661,0.11687408710245294,0.20331221651247744,0.042053867509810335
K562,SSBP1,6642,0.08975828529783551,0.21462334868841265,6641,0.06310812510670304,nan,0.09044915804358902,0.0370119178834871,0.1288405771325889,0.1595577148538766,0.06271336444556395,0.1595577148538766,0.06183737142984756,0.1595577141914825,0.14408278748240672,0.047651078239126704
K562,SSBP3,6642,0.007790070663733562,0.019279061535977752,6642,0.05001645826602142,nan,0.07723468472063381,0.04314427926536819,0.05671007406930794,0.02777368883416505,0.05022922398243821,0.02777368883416505,0.0500632447084771,0.027773688550294235,0.11997774134013046,0.01422234816784119
K562,SSRP1,6642,0.29731946780052204,0.4884051857545554,6581,0.075157045393262,nan,0.09643703035087732,0.09711563735053634,0.29201165925768596,0.28045167332663695,0.07288557370122155,0.28045167332663695,0.09216637821789025,0.2804516734356224,0.14904730563744165,0.0061415120238084734
K562,SSU72,6642,0.12131709406268597,0.12266042044603476,6642,0.09978795779667451,nan,0.11942601521473253,0.09914033326191592,0.1612749085818984,0.27188796369787155,0.09241274029693927,0.27188796369787155,0.11344535430844667,0.2718879630755831,0.14336419865718747,0.057705688134213166
K562,SSX4,6642,0.05021753734460673,0.1324615038541853,6642,0.05479726871719708,nan,0.082942931310301,0.029893719304373453,0.10074740184696815,0.04067491242547237,0.056869013743378424,0.04067491242547237,0.05499215970303575,0.04067491212404916,0.1375311751004684,0.050429908609406895
K562,STARD7,6642,0.04836091493844321,0.11953694579997438,6642,0.055225491149425134,nan,0.07611335756521144,0.11806311965394713,0.09068025065359687,0.12486762516960632,0.055021509446652656,0.12486762516960632,0.05444811663508502,0.12486762572734057,0.09144921826531914,0.06884812532989856
K562,STAT5A,6642,0.03824017318781073,0.10007903194618327,6642,0.026408779071539504,nan,0.05361456063002658,0.059594173054845434,0.06064254691307499,0.063036314595652,0.027797188540626606,0.063036314595652,0.026514310972382337,0.0630363152210328,0.0744375646763969,0.03862552277692195
K562,STIL,6642,0.11529859602509093,0.3038314096514912,6642,0.036695095457588346,nan,0.07359169371448318,-0.09405804129643265,0.15468485315031097,-0.020686818499941043,0.044574048047958725,-0.020686818499941043,0.03872270144493655,-0.020686818698704344,0.10616812854841327,-0.07891877635172191
K562,STRAP,6642,0.08819818324583206,0.1248444719697632,6642,0.06665197326342527,nan,0.08943045453036003,0.08653365260274878,0.11325105659843376,0.27127989845097583,0.061764584703898257,0.27127989845097583,0.06928170380132706,0.2712798979518598,0.1347324870916847,0.07271544533028387
K562,STRIP1,6642,0.03566935742970118,0.08448007969916865,6642,0.0520932790611953,nan,0.08368104744949079,-0.012451233514145642,0.08400666270026234,0.043566640809031734,0.053383620438771394,0.043566640809031734,0.052881104181993994,0.04356664065219537,0.148551863583943,-0.027088688340563993
K562,STX18,6642,0.12386544937625682,0.25816973257538695,6642,0.07163727377213727,nan,0.09572082102478115,0.06952984005811622,0.17698171600402524,0.09830825520471609,0.07474861256425043,0.09830825520471609,0.07730532874207621,0.0983082557513127,0.18112539473020703,0.0230451415637656
K562,STX5,6640,0.14048956270729973,0.36416304072191075,6642,0.11423554094274344,nan,0.14006055644477883,0.04037836811429198,0.25571101039018446,-0.0037751527724703715,0.12325712114559051,-0.0037751527724703715,0.116894275186027,-0.003775152834927758,0.16136675798815203,0.040434383770526126
K562,SUGP1,6642,0.1650186243074785,0.2720904538258712,6642,0.06737832009533884,nan,0.09561888281515189,0.025913615020357085,0.19148093464584512,0.19401562488255567,0.06746298168436714,0.19401562488255567,0.08186995172628589,0.19401562418018095,0.18700005038496795,0.021191329727928976
K562,SUGT1,6642,0.10534729800682198,0.26972535308601725,6642,0.05772445321808062,nan,0.09454370183708835,-0.07407257178952063,0.1553203022255323,0.0497005608048363,0.062370797074887026,0.0497005608048363,0.05879513587574769,0.0497005600813495,0.09078757361912895,-0.036128084523674775
K562,SUMO2,6642,0.059991127231805365,0.1366915633916782,6642,0.11718095460399403,nan,0.1262964826083842,0.1793584442926116,0.1479886384431494,0.17403416369156863,0.1136345392121679,0.17403416369156863,0.11363228162037227,0.17403416425736548,0.18213741047085677,0.020992599284271777
K562,SUPT16H,6642,0.19436554661481556,0.292477604601532,6642,0.2262219061137598,nan,0.21478271144986275,0.25262465481460356,0.23363264809213244,0.44578932454029996,0.19163105166717384,0.44578932454029996,0.18131770050561571,0.4457893246984007,0.2718796241056803,0.22173433921771726
K562,SUPT4H1,6642,0.2038979207025067,0.4497022144955857,6624,0.11731215502504914,nan,0.1511427689893633,-0.02701619235232941,0.31075509868423973,0.03639290304526344,0.12728737725572895,0.03639290304526344,0.1256182424739184,0.03639290298567387,0.3361603550378541,0.006798533939519997
K562,SUPT5H,6642,0.3195338888526431,0.5043535421223635,6563,0.17891095907583218,nan,0.1862545371096303,0.15713028790098701,0.28212688077605247,0.45231877550757543,0.14480812994232972,0.45231877550757543,0.14495909925741687,0.4523187755045168,0.22940841403689877,-0.056914095273010085
K562,SUPT6H,6642,0.16091119428646403,0.31140986523704517,6637,0.2467604561165474,nan,0.22761611061706943,0.2862231877701017,0.2654122031912382,0.358206098584738,0.2210854539922931,0.358206098584738,0.21667847532751616,0.3582060989177309,0.32237912812696906,0.18636291127035917
K562,SUPV3L1,6642,0.05159395803396649,0.11976416884900795,6642,0.09677479243171122,nan,0.1178313707697581,0.08763696872016452,0.12529052792603065,0.163302116237332,0.09422985918815648,0.163302116237332,0.09419426619676152,0.16330211625257957,0.17583820797976935,0.050148631100099365
K562,SURF6,6642,0.2183993648299774,0.3502922346543603,6642,0.05910156922892804,nan,0.07545596829039128,0.16743314221250885,0.22902408484853715,0.21334339221536713,0.060632317259747465,0.21334339221536713,0.08307844305966533,0.21334339226622284,0.08892253817679165,0.026392880378176727
K562,SYF2,6642,0.07831932652788916,0.13800232255143471,6642,0.11046163536521524,nan,0.11763752876428824,0.20141584529444714,0.12279294891830302,0.35472749196163694,0.0988595900643986,0.35472749196163694,0.09656789825728694,0.3547274921603513,0.16735768449167934,0.0893239759889029
K562,SYMPK,6641,0.3562338792479579,0.26351562310353566,6642,0.19506426483775918,nan,0.1887063858923569,0.23917589860084645,0.31562957818083187,0.44700551473970573,0.1584120927078167,0.44700551473970573,0.21954626670652572,0.44700551477054984,0.31811256480453703,0.15855304213712768
K562,SYS1,6641,0.09688895657486485,0.1891193765556607,6642,0.09629766563098895,nan,0.12161733213770586,0.04860633572801326,0.1783455947449705,0.0767505511955646,0.09864579424061402,0.0767505511955646,0.10291380627699877,0.07675055185503059,0.2682641304091982,0.04884197981651046
K562,TACC3,6642,0.02227614090473378,0.052671324684002915,6642,0.04252976044895693,nan,0.0690553154675976,0.05638928107086299,0.059466375532776894,0.08673737002396503,0.04258713779825231,0.08673737002396503,0.04239831362591418,0.08673736999072341,0.07639598451240195,0.06635382573029519
K562,TADA2A,6641,0.03858577000971411,0.08755891526392846,6642,0.13371635779590904,nan,0.1636399172833729,0.0052537385441344875,0.1657934618827652,0.0453105627469565,0.13450066897197285,0.0453105627469565,0.1344185557505806,0.04531056217674673,0.17090255301655324,0.047431870391148045
K562,TADA3,6642,0.05777192056282436,0.1477935458580163,6642,0.051530821984299244,nan,0.09301504557260272,-0.13714270616803864,0.09083182550817057,0.1692647499898024,0.0505238377616408,0.1692647499898024,0.05006370574570213,0.1692647504994004,0.12495277381199202,-0.07500388075475523
K562,TAF1,6642,0.2839623497774688,0.5632239677617644,6489,0.2022553315178976,nan,0.2519397319601755,-0.12134673402722698,0.35033865021021277,0.3035850343130813,0.18361479821019658,0.3035850343130813,0.1837554791012717,0.3035850345685736,0.525249460793262,-0.2304856730905066
K562,TAF10,6633,0.16629625995032152,0.23790069734281735,6642,0.34073474956535715,nan,0.39418088296942183,-0.1118987552864484,0.3001855052343367,0.43434674302410375,0.2994476040618339,0.43434674302410375,0.2781250949007222,0.4343467434385105,0.4001933899610029,-0.05114093428304496
K562,TAF12,6642,0.22569885139520515,0.37338555925293504,6639,0.3162696765525587,nan,0.38414563952391106,-0.18950858218807234,0.2867102875255198,0.4777676664154219,0.2665459658225398,0.4777676664154219,0.24852733634737817,0.4777676666761393,0.44933531001782556,-0.1745806584235675
K562,TAF1B,6642,0.15466400375535316,0.3856607064091612,6637,0.06590918800792249,nan,0.08768642139563591,0.09816856869085006,0.2066472959333977,0.07021431243711117,0.07204462196624546,0.07021431243711117,0.06737168941185157,0.07021431208288036,0.11438460622828416,0.030911462118018828
K562,TAF1C,6642,0.11203866055688154,0.29730027495092737,6642,0.05168076890368272,nan,0.08251802194085223,-0.003063486402570489,0.15741317667648624,0.04143744352885594,0.05710662196019638,0.04143744352885594,0.052311939692725185,0.041437443423371106,0.09328468229173636,0.06785414383179929
K562,TAF1D,6642,0.04521728259293793,0.10103257515379496,6642,0.050623050786651934,nan,0.086112762885262,-0.062205593769350545,0.08318984330500863,0.13220593939261907,0.05028650843923852,0.13220593939261907,0.05033958436992832,0.132205938428613,0.1234388736369121,-0.08802054877442521
K562,TAF2,6642,0.1602548590865151,0.20481899910564455,6642,0.14732651880687117,nan,0.19735593908861074,-0.1447492642460245,0.19576595370447983,0.3638527423852259,0.12938859150049892,0.3638527423852259,0.13589110734044554,0.3638527428401064,0.3269503959113838,-0.07876932804682409
K562,TAF5,6625,0.20089448473397273,0.3304245457316322,6641,0.32743656804342713,nan,0.37831660243450266,-0.10110499075346646,0.35818692809700897,0.3319312868125754,0.29741706721904915,0.3319312868125754,0.2914682623323726,0.3319312870524679,0.4507928685832588,0.01708255927797324
K562,TAF6,6642,0.07937824937578107,0.12107957172262471,6642,0.11603979573704926,nan,0.1641741402198641,-0.14719682280390284,0.10294468910217107,0.48176182983866345,0.09788259728611154,0.48176182983866345,0.08976416504890589,0.4817618294823943,0.1876828316297633,-0.09638021721960846
K562,TAF7,6642,0.12152557555936419,0.19383487746041894,6642,0.16436408140885597,nan,0.19119092548650682,0.026559599433693848,0.17391414533138294,0.39614644084254186,0.14396555194330035,0.39614644084254186,0.1385766791966732,0.3961464403640378,0.17842258502613645,0.33713152024719995
K562,TAF8,6642,0.17221795944004367,0.19447348613761464,6642,0.12977278829031197,nan,0.1814307275414564,-0.16715140098502188,0.19190220467377306,0.36819771676019436,0.11301427498615604,0.36819771676019436,0.12804403749582777,0.368197716498185,0.20332834667921154,-0.13658364596173433
K562,TAMM41,6642,0.04638586264746284,0.10098887663629685,6641,0.04746162540595965,nan,0.07424254608669881,0.05002837986617657,0.08386276847124531,0.11741074561957618,0.04764490036755133,0.11741074561957618,0.04797386908804128,0.11741074685303436,0.19960327424182714,0.03499434493880582
K562,TANGO6,6642,0.17212290689197274,0.23618728768467637,6642,0.1391437755474414,nan,0.16722834286170077,0.01922796910426854,0.20355504500144253,0.3480017313438984,0.12297354787664334,0.3480017313438984,0.1312954832547171,0.34800173158817327,0.26019482033634855,-0.07410194309573047
K562,TARDBP,6642,0.027526372283171296,0.03189823253265141,6642,0.04157275184442736,nan,0.07446244607254483,-0.032191037749329424,0.05215762620440651,0.25040496465024725,0.03905777563116072,0.25040496465024725,0.041543372828947114,0.25040496487351743,0.21085530633846672,-0.019566080413896278
K562,TARS,6642,0.14882756375305922,0.15341197982352653,6642,0.09173924604085919,nan,0.10869612242791471,0.12870274357290415,0.1777553778348609,0.2687753442204407,0.08533811087092318,0.2687753442204407,0.11463340172403252,0.2687753437073567,0.18397402584717926,0.07465779119001142
K562,TARS2,6641,0.03191022719782126,0.07423316056935927,6642,0.08421250614931348,nan,0.10203322331446558,0.12583509702031287,0.10223177077510252,0.13400986209549454,0.08273348263790976,0.13400986209549454,0.08270167174968664,0.13400986159538386,0.15277195093034013,0.09533138153683071
