context,target,truth_genes,training_magnitude,training_disagreement,variance_eligible_genes,zero_mse,zero_cosine,global_template_mse,global_template_cosine,target_mean_mse,target_mean_cosine,global_shrink_mse,global_shrink_cosine,heterogeneity_shrink_mse,heterogeneity_shrink_cosine,permuted_target_mean_mse,permuted_target_mean_cosine
K562,ADAT3,6642,0.010646087175922305,0.028906877611775888,6642,0.048270485022156355,nan,0.08581161337855982,-0.09039458511842136,0.058927164225164815,-0.00023362176850445004,0.04893851347769973,-0.00023362176850445004,0.048367397148435076,-0.00023362179036381117,0.15695724712878342,-0.11195049089624645
K562,ADRM1,6642,0.03337451866152076,0.07610829567821158,6642,0.05162320812173076,nan,0.0809749229742619,0.015625088139827884,0.07815520292091897,0.08242450205045819,0.05199848454703698,0.08242450205045819,0.051902056043250724,0.08242450185674208,0.12208273848660472,0.008594134107894589
K562,ADSL,6642,0.040948257041090015,0.11538039639784788,6642,0.04757757325637238,nan,0.07571246481826167,0.03222292555626253,0.085414335003408,0.03524684892871226,0.04935896550073352,0.03524684892871226,0.04753740749543969,0.03524684821909811,0.18745449599174624,0.016843903283091963
K562,AFG3L2,6566,0.06532718773410666,0.10860270535833823,6642,0.35981009264572666,nan,0.36851275870527167,0.10474132316673641,0.3756220207620807,0.16098399127605376,0.3515603158338382,0.16098399127605376,0.3507803458711465,0.16098399127557983,0.3867107696726962,0.06833008407430528
K562,AHCTF1,6642,0.06895737212024629,0.16405271325891366,6642,0.02164766418015485,nan,0.05213791606193475,0.0020084444277896057,0.0854525380074843,0.06667944720977735,0.02466937535921735,0.06667944720977735,0.02351133324681712,0.06667944747209537,0.1552409368218467,-0.0031149786572628757
K562,AHCY,6642,0.06318266820248968,0.15814762915435274,6642,0.053674149736862554,nan,0.09220390880953509,-0.09792214028008096,0.09953801145120539,0.14869843411695147,0.053293364886256966,0.14869843411695147,0.052530958174314316,0.14869843481552986,0.1177875187387627,-0.051036690321471165
K562,AIFM1,6642,0.037184303583244836,0.08103308449060213,6642,0.10571739858195757,nan,0.13681786925061257,-0.004456114930891004,0.13138814131406334,0.09181774300688239,0.10516302729581865,0.09181774300688239,0.10534974849472238,0.09181774189061967,0.14034203326999348,0.014443745752662822
K562,AKIRIN2,6642,0.06204079178399962,0.13673719709867638,6642,0.04172656877897081,nan,0.07149762899619501,0.011511149803183152,0.0949974165429,0.08618304111925158,0.04341163229285219,0.08618304111925158,0.0437300443037376,0.08618304058130156,0.10812232114091876,-0.054519354082490375
K562,ALDOA,6642,0.08657748765142922,0.1752313697965329,6642,0.13778264702940596,nan,0.15642303070710947,0.09205406740512613,0.18349487729754282,0.18707876409770857,0.1329774256440662,0.18707876409770857,0.13365141883814388,0.18707876430872883,0.20334520954713586,0.046120424151901616
K562,ALG1,6641,0.04842654228130118,0.11693186745046749,6642,0.0820667422872184,nan,0.1132759541092536,-0.006125811030964799,0.12500530886825137,0.04355551892024817,0.08372068780967759,0.04355551892024817,0.08282668772189113,0.04355551796349805,0.2244748662089701,-0.02725300387903715
K562,ALG11,6642,0.18875137554687382,0.3527773174651253,6642,0.05491177517914504,nan,0.08880184980955148,-0.04021315348738273,0.24675275554279152,-0.015173825893223764,0.06748113730640715,-0.015173825893223764,0.08120745634793,-0.015173826109306282,0.1973764039958101,-0.019209560657886714
K562,ALG13,6642,0.08173243068028578,0.1517904087166715,6642,0.0432539986854416,nan,0.07125771839375945,0.03559798441198227,0.11485175250135919,0.08522550550819112,0.04582860632074365,0.08522550550819112,0.05119330901429291,0.08522550396543187,0.19329721114746237,0.02940755191097928
K562,ALG14,6642,0.04934182937332926,0.10444902165857477,6642,0.02772320584551153,nan,0.06178450119064751,-0.059534747200644875,0.07467674726545297,0.032286976409012826,0.0302099981587859,0.032286976409012826,0.03128357390529115,0.032286976214350074,0.16516903105315242,-0.022099239938649064
K562,ALG1L,6642,0.01959483443811424,0.04511406064496154,6642,0.025281288592816607,nan,0.05697672125327288,-0.019808902487775698,0.041245883991181426,0.08155203725687424,0.025598406002998706,0.08155203725687424,0.025496765361661903,0.08155203669777215,0.09988694928160223,0.004012368088371907
K562,ALG2,6642,0.09630985249416534,0.14066201002041767,6642,0.02696242741704964,nan,0.05936937177803748,-0.03156815144511526,0.11382570986109926,0.09268923640020126,0.030620150668426237,0.09268923640020126,0.04746905217068876,0.09268923578797639,0.12671173785841813,-0.04382215176427715
K562,ALYREF,6642,0.06295741961486043,0.140680872094301,6642,0.02181045911923454,nan,0.05303952660928896,-0.012299794550165992,0.0848763694251836,-0.0014638844093215182,0.02577242052585229,-0.0014638844093215182,0.025928409302697172,-0.0014638849196377734,0.17729769660707506,-0.04243041715756566
K562,ANAPC1,6642,0.0680994230892718,0.1491655623395791,6642,0.045287152668421315,nan,0.06906854687566394,0.09150744360476738,0.09773472118525492,0.14092128339790375,0.045630402923803944,0.14092128339790375,0.04600990713626801,0.14092128321082642,0.09633770585623286,0.020505993426023356
K562,ANAPC10,6634,0.08925762672107664,0.2742945663885548,6641,0.18718919390434996,nan,0.1929467344969309,0.16414611024468853,0.24906599060440981,0.1052792453243186,0.1859588971090864,0.1052792453243186,0.18718919390434996,nan,0.24039470439978508,0.07904954324258641
K562,ANAPC11,6642,0.0417660372885297,0.10071244911648858,6642,0.07221875969213741,nan,0.10107021958503017,0.01853186029187449,0.11033747154050746,0.03320533563202008,0.07391730565800839,0.03320533563202008,0.07311113563257564,0.03320533632030509,0.13900268243163685,0.05044650862862889
K562,ANAPC13,6642,0.03106778143559108,0.06980835375028555,6642,0.05386752540761954,nan,0.07767644025980686,0.08356460491806067,0.07549855468376297,0.11533840029030394,0.05345007369186617,0.11533840029030394,0.05345625668521264,0.1153384013358476,0.07900195788393083,0.04179477523883644
K562,ANAPC15,6642,0.0054393475438038455,0.017146879225045177,6642,0.01242619158502321,nan,0.045721843335624124,-0.0692907127885242,0.017641586252211548,0.013620223328959907,0.012710162586754874,0.013620223328959907,0.01242619158502321,nan,0.09725237568376532,-0.04901037587809539
K562,ANAPC2,6642,0.0986428929686638,0.23928630954371305,6642,0.025253043735289922,nan,0.049673032261673536,0.1110551672527063,0.11544209485347656,0.08469043555645145,0.029304764049680552,0.08469043555645145,0.027101034482423427,0.08469043592774537,0.11958183990308434,0.0674494477308744
