context,fold,treatment,source_lines,effective_source_lines,candidate_risk_score,disagreement_risk_score,treatment_risk_risk_score,magnitude_risk_score,mean_mse,zero_mse,ridge_descriptive_mse
CVCL_1716,3,"[('XRK3F2', 0.05, 'uM')]",40,36.71464378403418,0.0005200950409670733,0.000489897524560803,0.0005024589995495413,0.00010836690612377208,0.00046907545552752624,0.0005532756174854561,0.00047428908242102484
CVCL_1716,3,"[('palbociclib', 0.05, 'uM')]",40,36.71464378403418,0.0006500809521108181,0.0006474792112101507,0.0006640812422668209,0.0001385506965520185,0.0006156977473168258,0.0006817456655940046,0.0006257372419101228
CVCL_1716,3,"[('venetoclax', 0.05, 'uM')]",40,36.71464378403418,0.0009125745688058381,0.0008680801549444774,0.0008903386204558742,0.0002312883264375023,0.000859047807357361,0.001107510194074206,0.0008665905676761161
CVCL_1716,3,"[('vincristine', 0.05, 'uM')]",40,36.71464378403418,0.0007376142176055588,0.000699741246424662,0.0007176833296663198,0.00014263392305565088,0.0005221171353338612,0.0006443313205440062,0.000534532098798149
CVCL_1717,3,"[('4EGI-1', 0.05, 'uM')]",40,38.04891493100097,0.0005122777448933612,0.0005309256159678965,0.0005445390933004065,7.447793255962529e-05,0.00017004613608403166,0.0001807621752518234,0.00013789969776900957
CVCL_1717,3,"[('9-ING-41', 0.05, 'uM')]",40,38.04891493100097,0.00043449895744617926,0.0004324874344678933,0.0004435768558645059,9.398942079121906e-05,0.00017429768730491552,0.0002473246068046464,0.0001418558108552553
CVCL_1717,3,"[('APTO-253', 0.05, 'uM')]",40,38.04891493100097,0.00040742169611394994,0.0004099183619895816,0.0004204290892200835,0.00012120683439747762,0.00016153906352029096,0.0002702910419378953,0.0001368596530131306
CVCL_1717,3,"[('AT7519', 0.05, 'uM')]",40,38.04891493100097,0.00039743220409211395,0.0003959415150108729,0.0004060938615496132,9.44695135207608e-05,0.00015520568603142386,0.00019232638369860445,0.00011725349157637747
CVCL_1717,3,"[('AZD-7648', 0.05, 'uM')]",40,38.04891493100097,0.00045112929328019243,0.00045461085291213527,0.00046626754144834387,0.00012328971441517289,0.00015659332107914364,0.0002407275385722174,0.00013282028337982044
CVCL_1717,3,"[('AZD-8055', 0.05, 'uM')]",40,38.04891493100097,0.0005767495606980963,0.000575197008720195,0.0005899456499694306,0.00012208501615928734,0.00021171937618580966,0.00029602120079234195,0.00016633453055577328
CVCL_1717,3,"[('AZD1390', 0.05, 'uM')]",40,38.04891493100097,0.00042639074543482293,0.00043052141945850234,0.0004415604302138485,9.819928735349279e-05,0.00014092459200654628,0.00020792546929190292,0.00012208249047618273
CVCL_1717,3,"[('AZD2858', 0.05, 'uM')]",40,38.04891493100097,0.0004682023761262607,0.00047144590746385533,0.0004835342640654926,9.42512442953287e-05,0.0001636000842339469,0.00019521308676295572,0.00013263927844369222
CVCL_1717,3,"[('Adagrasib', 0.05, 'uM')]",40,38.04891493100097,0.00037165126475107655,0.00038185099788224974,0.0003916420491099996,4.521650844243631e-05,8.52362569917812e-05,0.00010017768655300546,7.361368253665496e-05
CVCL_1717,3,"[('Afatinib', 0.05, 'uM')]",40,38.04891493100097,0.0006128156689217511,0.0006099813777964704,0.0006256219259450975,8.807677037301839e-05,0.0002782744626319098,0.00031153306556359374,0.00021416881656560093
CVCL_1717,3,"[('Alpelisib', 0.05, 'uM')]",40,38.04891493100097,0.0004892944916985387,0.0004954285028953258,0.0005081317978413597,0.000108431432827481,0.00015173818188205066,0.0002068893226556039,0.00012494738853017478
CVCL_1717,3,"[('Anastrozole', 0.05, 'uM')]",40,38.04891493100097,0.00038999507446159517,0.0003873549917322978,0.0003972871710074849,0.00010732024683568038,0.00013816927271078567,0.00022704958819928217,0.00012008060506003521
CVCL_1717,3,"[('BAY1125976', 0.05, 'uM')]",40,38.04891493100097,0.00047621457533073605,0.0004697410768483476,0.00048178571984445914,9.645436475568041e-05,0.00020112851776797128,0.00023865815764079746,0.0001693832513848706
CVCL_1717,3,"[('BI-3406', 0.05, 'uM')]",40,38.04891493100097,0.0005463676726462933,0.0005558984024457401,0.0005701522076366562,0.00010430501384223401,0.00017899020867824064,0.00023328839522545298,0.00013680840241552162
CVCL_1717,3,"[('BI-78D3', 0.05, 'uM')]",40,38.04891493100097,0.0005155271467433051,0.0005336512148805478,0.0005473345793646645,9.23435626026052e-05,0.00019715076098878338,0.00022336882331503677,0.0001589443164374213
CVCL_1717,3,"[('Belumosudil (mesylate)', 0.05, 'uM')]",40,38.04891493100097,0.0005815082033649862,0.0005810267346874548,0.0005959248560896974,9.508189935711132e-05,0.00017301954019608784,0.00019993698779435454,0.00013365346850857857
CVCL_1717,3,"[('Belzutifan', 0.05, 'uM')]",39,37.069988947326884,0.0023646580001535503,0.002729517631734671,0.0028013470430961096,0.00014550149653410545,0.0008128712663083251,0.0008518562260668209,0.0007686462124052418
CVCL_1717,3,"[('Bentamapimod', 0.05, 'uM')]",40,38.04891493100097,0.0006168330547981632,0.0006117147046949084,0.000627399697122983,0.0001253446229904245,0.00025945422966569087,0.0003392171896450967,0.00020362848025597724
CVCL_1717,3,"[('Bimiralisib', 0.05, 'uM')]",40,38.04891493100097,0.0007122426553818088,0.0006937268305438777,0.0007115146979937202,0.00016491955619590376,0.00034429513914153775,0.0004862079062941388,0.0002731705176965156
CVCL_1717,3,"[('Binimetinib', 0.05, 'uM')]",40,38.04891493100097,0.0011548137794237892,0.0011309894635955593,0.0011599891934313427,0.00030065833888667055,0.00038595694828939543,0.0004450172524833799,0.00031276677004157984
CVCL_1717,3,"[('Bortezomib', 0.05, 'uM')]",40,38.04891493100097,0.0038633795773148167,0.003809986612662475,0.003907678577089719,0.0019358543800389522,0.0014835820692324232,0.0024990859034660215,0.001138619924064663
CVCL_1717,3,"[('Brivudine', 0.05, 'uM')]",40,38.04891493100097,0.0005250134854471991,0.0005304259612783838,0.0005440266269521885,9.189821468347096e-05,0.00019651751395746936,0.00021573406008003196,0.00016149357417209176
CVCL_1717,3,"[('CP21R7', 0.05, 'uM')]",40,38.04891493100097,0.0004320986649080053,0.00044527299763388417,0.00045669025398347086,7.212977144481219e-05,0.00014918692583501243,0.00017761025221645218,0.00012683393407357597
CVCL_1717,3,"[('Capivasertib', 0.05, 'uM')]",40,38.04891493100097,0.0004453814615984899,0.0004466903199035242,0.0004581439178497681,8.772190230237779e-05,0.00016031772783669233,0.00017456584556900433,0.00013551660165811327
CVCL_1717,3,"[('Capmatinib', 0.05, 'uM')]",40,38.04891493100097,0.0005698660696767385,0.0005731900329363209,0.0005878872132680215,8.912902743221163e-05,0.00022074208295847438,0.00023665093872179244,0.0001795118612896095
CVCL_1717,3,"[('Celecoxib', 0.05, 'uM')]",40,38.04891493100097,0.00045426485476881965,0.00045920976185080355,0.00047098437112902923,0.00010370592943857956,0.00019361582641760233,0.00026221510082266954,0.0001632333637202173
CVCL_1717,3,"[('DT-061', 0.05, 'uM')]",40,38.04891493100097,0.0004588018760029675,0.0004681233720698376,0.00048012653545624357,8.455583019309902e-05,0.00015450563000715488,0.00018237150328761112,0.00012939049385034306
CVCL_1717,3,"[('Dabrafenib', 0.05, 'uM')]",40,38.04891493100097,0.000583424285722273,0.0005798968956779154,0.0005947660468491437,0.00011116733765534268,0.00029968045427032066,0.00030857313152182373,0.0002802422108730881
