landmark_id,animal_id,source_id,strain,diet,sex,landmark_date,current_state,current_missing_items,current_complete,label,label_reason,outcome_date,outcome_gap_days,target_complete,window_assessment_count,window_complete_count,window_identifiable_count,fold
DO-1D-3072|2019-10-08,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2019-10-08,0,2,False,0,observed_burden,2019-10-15T00:00:00,7.0,True,1,1,1,1
DO-1D-3072|2019-10-15,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2019-10-15,0,0,True,-1,no_assessment_in_window,,,False,0,0,0,1
DO-1D-3072|2019-11-05,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2019-11-05,0,0,True,0,observed_burden,2019-11-12T00:00:00,7.0,True,1,1,1,1
DO-1D-3072|2019-11-12,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2019-11-12,0,0,True,0,observed_burden,2019-11-19T00:00:00,7.0,True,1,1,1,1
DO-1D-3072|2019-11-19,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2019-11-19,0,0,True,1,observed_burden,2019-11-25T00:00:00,6.0,True,1,1,1,1
DO-1D-3072|2019-11-25,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2019-11-25,1,0,True,0,observed_burden,2019-12-03T00:00:00,8.0,True,1,1,1,1
DO-1D-3072|2019-12-03,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2019-12-03,0,0,True,0,observed_burden,2019-12-10T00:00:00,7.0,True,1,1,1,1
DO-1D-3072|2019-12-10,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2019-12-10,0,0,True,0,observed_burden,2019-12-17T00:00:00,7.0,True,1,1,1,1
DO-1D-3072|2019-12-17,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2019-12-17,0,0,True,0,observed_burden,2019-12-23T00:00:00,6.0,True,1,1,1,1
DO-1D-3072|2019-12-23,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2019-12-23,0,0,True,-1,no_assessment_in_window,,,False,0,0,0,1
DO-1D-3072|2020-01-02,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2020-01-02,0,0,True,0,observed_burden,2020-01-07T00:00:00,5.0,True,1,1,1,1
DO-1D-3072|2020-01-07,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2020-01-07,0,0,True,1,observed_burden,2020-01-14T00:00:00,7.0,True,1,1,1,1
DO-1D-3072|2020-01-14,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2020-01-14,1,0,True,-1,no_assessment_in_window,,,False,0,0,0,1
DO-1D-3072|2020-01-27,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2020-01-27,1,0,True,0,observed_burden,2020-02-03T00:00:00,7.0,True,1,1,1,1
DO-1D-3072|2020-02-03,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2020-02-03,0,0,True,1,observed_burden,2020-02-10T00:00:00,7.0,True,1,1,1,1
DO-1D-3072|2020-02-10,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2020-02-10,1,0,True,2,terminal_ES,2020-02-18T00:00:00,,False,1,1,1,1
DO-1D-3072|2020-02-17,DO-1D-3072,DO-1D-3072,J:DO,IF1,f,2020-02-17,1,0,True,2,terminal_ES,2020-02-18T00:00:00,,False,0,0,0,1
DO-1D-3074|2019-10-08,DO-1D-3074,DO-1D-3074,J:DO,IF1,f,2019-10-08,1,2,False,1,observed_burden,2019-10-15T00:00:00,7.0,True,1,1,1,3
DO-1D-3074|2019-10-15,DO-1D-3074,DO-1D-3074,J:DO,IF1,f,2019-10-15,1,0,True,-1,no_assessment_in_window,,,False,0,0,0,3
DO-1D-3074|2019-11-05,DO-1D-3074,DO-1D-3074,J:DO,IF1,f,2019-11-05,1,0,True,1,observed_burden,2019-11-12T00:00:00,7.0,True,1,1,1,3
DO-1D-3074|2019-11-12,DO-1D-3074,DO-1D-3074,J:DO,IF1,f,2019-11-12,1,0,True,1,observed_burden,2019-11-19T00:00:00,7.0,True,1,1,1,3
DO-1D-3074|2019-11-19,DO-1D-3074,DO-1D-3074,J:DO,IF1,f,2019-11-19,1,0,True,1,observed_burden,2019-11-25T00:00:00,6.0,True,1,1,1,3
DO-1D-3074|2019-11-25,DO-1D-3074,DO-1D-3074,J:DO,IF1,f,2019-11-25,1,0,True,1,observed_burden,2019-12-03T00:00:00,8.0,True,1,1,1,3
DO-1D-3074|2019-12-03,DO-1D-3074,DO-1D-3074,J:DO,IF1,f,2019-12-03,1,0,True,1,observed_burden,2019-12-10T00:00:00,7.0,True,1,1,1,3
DO-1D-3074|2019-12-10,DO-1D-3074,DO-1D-3074,J:DO,IF1,f,2019-12-10,1,0,True,1,observed_burden,2019-12-17T00:00:00,7.0,True,1,1,1,3
DO-1D-3074|2019-12-17,DO-1D-3074,DO-1D-3074,J:DO,IF1,f,2019-12-17,1,0,True,1,observed_burden,2019-12-23T00:00:00,6.0,True,1,1,1,3
DO-1D-3074|2019-12-23,DO-1D-3074,DO-1D-3074,J:DO,IF1,f,2019-12-23,1,0,True,-1,no_assessment_in_window,,,False,0,0,0,3
DO-1D-3084|2019-10-08,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2019-10-08,-1,2,False,1,observed_burden,2019-10-15T00:00:00,7.0,True,1,1,1,4
DO-1D-3084|2019-10-15,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2019-10-15,1,0,True,-1,no_assessment_in_window,,,False,0,0,0,4
DO-1D-3084|2019-11-13,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2019-11-13,0,0,True,1,observed_burden,2019-11-20T00:00:00,7.0,True,1,1,1,4
DO-1D-3084|2019-11-20,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2019-11-20,1,0,True,1,observed_burden,2019-11-26T00:00:00,6.0,True,1,1,1,4
DO-1D-3084|2019-11-26,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2019-11-26,1,0,True,1,observed_burden,2019-12-04T00:00:00,8.0,True,1,1,1,4
DO-1D-3084|2019-12-04,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2019-12-04,1,0,True,1,observed_burden,2019-12-11T00:00:00,7.0,True,1,1,1,4
DO-1D-3084|2019-12-11,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2019-12-11,1,0,True,1,observed_burden,2019-12-19T00:00:00,8.0,True,1,1,1,4
DO-1D-3084|2019-12-19,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2019-12-19,1,0,True,1,observed_burden,2019-12-24T00:00:00,5.0,True,1,1,1,4
DO-1D-3084|2019-12-24,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2019-12-24,1,0,True,-1,no_assessment_in_window,,,False,0,0,0,4
DO-1D-3084|2020-01-03,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2020-01-03,1,0,True,1,observed_burden,2020-01-08T00:00:00,5.0,True,1,1,1,4
DO-1D-3084|2020-01-08,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2020-01-08,1,0,True,1,observed_burden,2020-01-15T00:00:00,7.0,True,1,1,1,4
DO-1D-3084|2020-01-15,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2020-01-15,1,0,True,1,observed_burden,2020-01-20T00:00:00,5.0,True,1,1,1,4
DO-1D-3084|2020-01-20,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2020-01-20,1,0,True,1,observed_burden,2020-01-27T00:00:00,7.0,True,1,1,1,4
DO-1D-3084|2020-01-27,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2020-01-27,1,0,True,1,observed_burden,2020-02-03T00:00:00,7.0,True,1,1,1,4
DO-1D-3084|2020-02-03,DO-1D-3084,DO-1D-3084,J:DO,IF1,f,2020-02-03,1,0,True,2,terminal_FD,2020-02-10T00:00:00,,False,0,0,0,4
DO-1D-3092|2019-10-08,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2019-10-08,-1,2,False,0,observed_burden,2019-10-15T00:00:00,7.0,True,1,1,1,2
DO-1D-3092|2019-10-15,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2019-10-15,0,0,True,0,observed_burden,2019-10-22T00:00:00,7.0,True,1,1,1,2
DO-1D-3092|2019-10-22,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2019-10-22,0,0,True,-1,no_assessment_in_window,,,False,0,0,0,2
DO-1D-3092|2019-11-13,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2019-11-13,1,0,True,0,observed_burden,2019-11-20T00:00:00,7.0,True,1,1,1,2
DO-1D-3092|2019-11-20,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2019-11-20,0,0,True,0,observed_burden,2019-11-26T00:00:00,6.0,True,1,1,1,2
DO-1D-3092|2019-11-26,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2019-11-26,0,0,True,1,observed_burden,2019-12-04T00:00:00,8.0,True,1,1,1,2
DO-1D-3092|2019-12-04,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2019-12-04,1,0,True,1,observed_burden,2019-12-11T00:00:00,7.0,True,1,1,1,2
DO-1D-3092|2019-12-11,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2019-12-11,1,0,True,1,observed_burden,2019-12-19T00:00:00,8.0,True,1,1,1,2
DO-1D-3092|2019-12-19,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2019-12-19,1,0,True,0,observed_burden,2019-12-24T00:00:00,5.0,True,1,1,1,2
DO-1D-3092|2019-12-24,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2019-12-24,0,0,True,-1,no_assessment_in_window,,,False,0,0,0,2
DO-1D-3092|2020-01-03,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2020-01-03,1,0,True,1,observed_burden,2020-01-08T00:00:00,5.0,True,1,1,1,2
DO-1D-3092|2020-01-08,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2020-01-08,1,0,True,0,observed_burden,2020-01-15T00:00:00,7.0,True,1,1,1,2
DO-1D-3092|2020-01-15,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2020-01-15,0,0,True,1,observed_burden,2020-01-20T00:00:00,5.0,True,1,1,1,2
DO-1D-3092|2020-01-20,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2020-01-20,1,0,True,0,observed_burden,2020-01-27T00:00:00,7.0,True,1,1,1,2
DO-1D-3092|2020-01-27,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2020-01-27,0,0,True,0,observed_burden,2020-02-03T00:00:00,7.0,True,1,1,1,2
DO-1D-3092|2020-02-03,DO-1D-3092,DO-1D-3092,J:DO,IF1,f,2020-02-03,0,0,True,2,terminal_FD,2020-02-10T00:00:00,,False,0,0,0,2
DO-1D-3104|2019-12-10,DO-1D-3104,DO-1D-3104,J:DO,IF1,f,2019-12-10,0,0,True,0,observed_burden,2019-12-18T00:00:00,8.0,True,1,1,1,3
DO-1D-3104|2019-12-18,DO-1D-3104,DO-1D-3104,J:DO,IF1,f,2019-12-18,0,0,True,0,observed_burden,2019-12-23T00:00:00,5.0,True,1,1,1,3
DO-1D-3104|2019-12-23,DO-1D-3104,DO-1D-3104,J:DO,IF1,f,2019-12-23,0,0,True,-1,no_assessment_in_window,,,False,0,0,0,3
DO-1D-3104|2020-01-02,DO-1D-3104,DO-1D-3104,J:DO,IF1,f,2020-01-02,0,0,True,1,observed_burden,2020-01-07T00:00:00,5.0,True,1,1,1,3
DO-1D-3104|2020-01-07,DO-1D-3104,DO-1D-3104,J:DO,IF1,f,2020-01-07,1,0,True,0,observed_burden,2020-01-14T00:00:00,7.0,True,1,1,1,3
DO-1D-3104|2020-01-14,DO-1D-3104,DO-1D-3104,J:DO,IF1,f,2020-01-14,0,0,True,-1,survival_through_day9_unestablished,,,True,1,1,1,3
DO-1D-3104|2020-01-20,DO-1D-3104,DO-1D-3104,J:DO,IF1,f,2020-01-20,0,0,True,-1,no_assessment_in_window,,,False,0,0,0,3
DO-1D-3110|2019-12-10,DO-1D-3110,DO-1D-3110,J:DO,IF1,f,2019-12-10,0,0,True,0,observed_burden,2019-12-18T00:00:00,8.0,True,1,1,1,1
DO-1D-3110|2019-12-18,DO-1D-3110,DO-1D-3110,J:DO,IF1,f,2019-12-18,0,0,True,0,observed_burden,2019-12-23T00:00:00,5.0,True,1,1,1,1
DO-1D-3110|2019-12-23,DO-1D-3110,DO-1D-3110,J:DO,IF1,f,2019-12-23,0,0,True,-1,no_assessment_in_window,,,False,0,0,0,1
DO-1D-3110|2020-01-02,DO-1D-3110,DO-1D-3110,J:DO,IF1,f,2020-01-02,0,0,True,1,observed_burden,2020-01-07T00:00:00,5.0,True,1,1,1,1
DO-1D-3110|2020-01-07,DO-1D-3110,DO-1D-3110,J:DO,IF1,f,2020-01-07,1,0,True,1,observed_burden,2020-01-14T00:00:00,7.0,True,1,1,1,1
DO-1D-3110|2020-01-14,DO-1D-3110,DO-1D-3110,J:DO,IF1,f,2020-01-14,1,0,True,0,observed_burden,2020-01-20T00:00:00,6.0,True,1,1,1,1
DO-1D-3110|2020-01-20,DO-1D-3110,DO-1D-3110,J:DO,IF1,f,2020-01-20,0,0,True,-1,no_assessment_in_window,,,False,0,0,0,1
DO-1D-3110|2020-03-02,DO-1D-3110,DO-1D-3110,J:DO,IF1,f,2020-03-02,1,0,True,1,observed_burden,2020-03-08T00:00:00,6.0,True,1,1,1,1
DO-1D-3110|2020-03-08,DO-1D-3110,DO-1D-3110,J:DO,IF1,f,2020-03-08,1,0,True,1,observed_burden,2020-03-15T00:00:00,7.0,True,1,1,1,1
DO-1D-3110|2020-03-15,DO-1D-3110,DO-1D-3110,J:DO,IF1,f,2020-03-15,1,0,True,2,terminal_FD,2020-03-22T00:00:00,,False,0,0,0,1
DO-1D-3111|2019-12-10,DO-1D-3111,DO-1D-3111,J:DO,IF1,f,2019-12-10,0,0,True,0,observed_burden,2019-12-18T00:00:00,8.0,True,1,1,1,2
DO-1D-3111|2019-12-18,DO-1D-3111,DO-1D-3111,J:DO,IF1,f,2019-12-18,0,0,True,0,observed_burden,2019-12-23T00:00:00,5.0,True,1,1,1,2
DO-1D-3111|2019-12-23,DO-1D-3111,DO-1D-3111,J:DO,IF1,f,2019-12-23,0,0,True,-1,no_assessment_in_window,,,False,0,0,0,2
DO-1D-3111|2020-01-02,DO-1D-3111,DO-1D-3111,J:DO,IF1,f,2020-01-02,1,0,True,1,observed_burden,2020-01-07T00:00:00,5.0,True,1,1,1,2
DO-1D-3111|2020-01-07,DO-1D-3111,DO-1D-3111,J:DO,IF1,f,2020-01-07,1,0,True,0,observed_burden,2020-01-14T00:00:00,7.0,True,1,1,1,2
DO-1D-3111|2020-01-14,DO-1D-3111,DO-1D-3111,J:DO,IF1,f,2020-01-14,0,0,True,1,observed_burden,2020-01-20T00:00:00,6.0,True,1,1,1,2
DO-1D-3111|2020-01-20,DO-1D-3111,DO-1D-3111,J:DO,IF1,f,2020-01-20,1,0,True,-1,no_assessment_in_window,,,False,0,0,0,2
DO-1D-3111|2020-03-02,DO-1D-3111,DO-1D-3111,J:DO,IF1,f,2020-03-02,1,0,True,1,observed_burden,2020-03-08T00:00:00,6.0,True,1,1,1,2
DO-1D-3111|2020-03-08,DO-1D-3111,DO-1D-3111,J:DO,IF1,f,2020-03-08,1,0,True,1,observed_burden,2020-03-15T00:00:00,7.0,True,1,1,1,2
DO-1D-3111|2020-03-15,DO-1D-3111,DO-1D-3111,J:DO,IF1,f,2020-03-15,1,0,True,0,observed_burden,2020-03-22T00:00:00,7.0,True,1,1,1,2
DO-1D-3111|2020-03-22,DO-1D-3111,DO-1D-3111,J:DO,IF1,f,2020-03-22,0,0,True,-1,no_assessment_in_window,,,False,0,0,0,2
DO-1D-3111|2020-04-05,DO-1D-3111,DO-1D-3111,J:DO,IF1,f,2020-04-05,0,0,True,0,observed_burden,2020-04-12T00:00:00,7.0,True,1,1,1,2
DO-1D-3111|2020-04-12,DO-1D-3111,DO-1D-3111,J:DO,IF1,f,2020-04-12,0,0,True,2,terminal_FD,2020-04-17T00:00:00,,False,0,0,0,2
DO-1D-3112|2019-12-10,DO-1D-3112,DO-1D-3112,J:DO,IF1,f,2019-12-10,0,0,True,0,observed_burden,2019-12-18T00:00:00,8.0,True,1,1,1,0
DO-1D-3112|2019-12-18,DO-1D-3112,DO-1D-3112,J:DO,IF1,f,2019-12-18,0,0,True,0,observed_burden,2019-12-23T00:00:00,5.0,True,1,1,1,0
DO-1D-3112|2019-12-23,DO-1D-3112,DO-1D-3112,J:DO,IF1,f,2019-12-23,0,0,True,-1,no_assessment_in_window,,,False,0,0,0,0
DO-1D-3112|2020-01-02,DO-1D-3112,DO-1D-3112,J:DO,IF1,f,2020-01-02,0,0,True,1,observed_burden,2020-01-07T00:00:00,5.0,True,1,1,1,0
DO-1D-3112|2020-01-07,DO-1D-3112,DO-1D-3112,J:DO,IF1,f,2020-01-07,1,0,True,2,terminal_FD,2020-01-16T00:00:00,,False,1,1,1,0
DO-1D-3112|2020-01-14,DO-1D-3112,DO-1D-3112,J:DO,IF1,f,2020-01-14,1,0,True,2,terminal_FD,2020-01-16T00:00:00,,False,0,0,0,0
DO-1D-3114|2019-12-11,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2019-12-11,1,0,True,1,observed_burden,2019-12-19T00:00:00,8.0,True,1,1,1,2
DO-1D-3114|2019-12-19,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2019-12-19,1,0,True,0,observed_burden,2019-12-24T00:00:00,5.0,True,1,1,1,2
DO-1D-3114|2019-12-24,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2019-12-24,0,0,True,-1,no_assessment_in_window,,,False,0,0,0,2
DO-1D-3114|2020-01-03,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-01-03,1,0,True,0,observed_burden,2020-01-08T00:00:00,5.0,True,1,1,1,2
DO-1D-3114|2020-01-08,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-01-08,0,0,True,1,observed_burden,2020-01-15T00:00:00,7.0,True,1,1,1,2
DO-1D-3114|2020-01-15,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-01-15,1,0,True,1,observed_burden,2020-01-20T00:00:00,5.0,True,1,1,1,2
DO-1D-3114|2020-01-20,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-01-20,1,0,True,0,observed_burden,2020-01-27T00:00:00,7.0,True,1,1,1,2
DO-1D-3114|2020-01-27,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-01-27,0,0,True,0,observed_burden,2020-02-03T00:00:00,7.0,True,1,1,1,2
DO-1D-3114|2020-02-03,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-02-03,0,0,True,1,observed_burden,2020-02-11T00:00:00,8.0,True,1,1,1,2
DO-1D-3114|2020-02-11,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-02-11,1,0,True,-1,no_assessment_in_window,,,False,0,0,0,2
DO-1D-3114|2020-02-25,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-02-25,1,0,True,-1,no_assessment_in_window,,,False,0,0,0,2
DO-1D-3114|2020-03-09,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-03-09,0,0,True,1,observed_burden,2020-03-16T00:00:00,7.0,True,1,1,1,2
DO-1D-3114|2020-03-16,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-03-16,1,0,True,1,observed_burden,2020-03-23T00:00:00,7.0,True,1,1,1,2
DO-1D-3114|2020-03-23,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-03-23,1,0,True,1,observed_burden,2020-03-30T00:00:00,7.0,True,1,1,1,2
DO-1D-3114|2020-03-30,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-03-30,1,0,True,1,observed_burden,2020-04-06T00:00:00,7.0,True,1,1,1,2
DO-1D-3114|2020-04-06,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-04-06,1,0,True,1,observed_burden,2020-04-13T00:00:00,7.0,True,1,1,1,2
DO-1D-3114|2020-04-13,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-04-13,1,0,True,1,observed_burden,2020-04-20T00:00:00,7.0,True,1,1,1,2
DO-1D-3114|2020-04-20,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-04-20,1,0,True,1,observed_burden,2020-04-27T00:00:00,7.0,True,1,1,1,2
DO-1D-3114|2020-04-27,DO-1D-3114,DO-1D-3114,J:DO,IF1,f,2020-04-27,1,0,True,2,terminal_ES,2020-05-01T00:00:00,,False,0,0,0,2
DO-1D-3116|2019-12-11,DO-1D-3116,DO-1D-3116,J:DO,IF1,f,2019-12-11,1,0,True,1,observed_burden,2019-12-19T00:00:00,8.0,True,1,1,1,0
DO-1D-3116|2019-12-19,DO-1D-3116,DO-1D-3116,J:DO,IF1,f,2019-12-19,1,0,True,0,observed_burden,2019-12-24T00:00:00,5.0,True,1,1,1,0
DO-1D-3116|2019-12-24,DO-1D-3116,DO-1D-3116,J:DO,IF1,f,2019-12-24,0,0,True,-1,no_assessment_in_window,,,False,0,0,0,0
DO-1D-3116|2020-01-03,DO-1D-3116,DO-1D-3116,J:DO,IF1,f,2020-01-03,1,0,True,1,observed_burden,2020-01-08T00:00:00,5.0,True,1,1,1,0
DO-1D-3116|2020-01-08,DO-1D-3116,DO-1D-3116,J:DO,IF1,f,2020-01-08,1,0,True,1,observed_burden,2020-01-15T00:00:00,7.0,True,1,1,1,0
DO-1D-3116|2020-01-15,DO-1D-3116,DO-1D-3116,J:DO,IF1,f,2020-01-15,1,0,True,1,observed_burden,2020-01-20T00:00:00,5.0,True,1,1,1,0
DO-1D-3116|2020-01-20,DO-1D-3116,DO-1D-3116,J:DO,IF1,f,2020-01-20,1,0,True,1,observed_burden,2020-01-27T00:00:00,7.0,True,1,1,1,0
DO-1D-3116|2020-01-27,DO-1D-3116,DO-1D-3116,J:DO,IF1,f,2020-01-27,1,0,True,0,observed_burden,2020-02-03T00:00:00,7.0,True,1,1,1,0
DO-1D-3116|2020-02-03,DO-1D-3116,DO-1D-3116,J:DO,IF1,f,2020-02-03,0,0,True,1,observed_burden,2020-02-11T00:00:00,8.0,True,1,1,1,0
DO-1D-3116|2020-02-11,DO-1D-3116,DO-1D-3116,J:DO,IF1,f,2020-02-11,1,0,True,-1,no_assessment_in_window,,,False,0,0,0,0
DO-1D-3116|2020-02-25,DO-1D-3116,DO-1D-3116,J:DO,IF1,f,2020-02-25,1,0,True,-1,no_assessment_in_window,,,False,0,0,0,0
DO-1D-3116|2020-03-09,DO-1D-3116,DO-1D-3116,J:DO,IF1,f,2020-03-09,0,0,True,1,observed_burden,2020-03-16T00:00:00,7.0,True,1,1,1,0
DO-1D-3116|2020-03-16,DO-1D-3116,DO-1D-3116,J:DO,IF1,f,2020-03-16,1,0,True,1,observed_burden,2020-03-23T00:00:00,7.0,True,1,1,1,0
DO-1D-3116|2020-03-23,DO-1D-3116,DO-1D-3116,J:DO,IF1,f,2020-03-23,1,0,True,2,terminal_FD,2020-03-26T00:00:00,,False,0,0,0,0
DO-1D-3118|2019-12-11,DO-1D-3118,DO-1D-3118,J:DO,IF1,f,2019-12-11,1,0,True,2,terminal_ES,2019-12-19T00:00:00,,False,1,1,1,0
DO-1D-3123|2019-12-11,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2019-12-11,1,0,True,0,observed_burden,2019-12-19T00:00:00,8.0,True,1,1,1,3
DO-1D-3123|2019-12-19,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2019-12-19,0,0,True,1,observed_burden,2019-12-24T00:00:00,5.0,True,1,1,1,3
DO-1D-3123|2019-12-24,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2019-12-24,1,0,True,-1,no_assessment_in_window,,,False,0,0,0,3
DO-1D-3123|2020-01-03,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2020-01-03,0,0,True,1,observed_burden,2020-01-08T00:00:00,5.0,True,1,1,1,3
DO-1D-3123|2020-01-08,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2020-01-08,1,0,True,1,observed_burden,2020-01-15T00:00:00,7.0,True,1,1,1,3
DO-1D-3123|2020-01-15,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2020-01-15,1,0,True,1,observed_burden,2020-01-20T00:00:00,5.0,True,1,1,1,3
DO-1D-3123|2020-01-20,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2020-01-20,1,0,True,0,observed_burden,2020-01-27T00:00:00,7.0,True,1,1,1,3
DO-1D-3123|2020-01-27,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2020-01-27,0,0,True,0,observed_burden,2020-02-03T00:00:00,7.0,True,1,1,1,3
DO-1D-3123|2020-02-03,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2020-02-03,0,0,True,1,observed_burden,2020-02-11T00:00:00,8.0,True,1,1,1,3
DO-1D-3123|2020-02-11,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2020-02-11,1,0,True,-1,no_assessment_in_window,,,False,0,0,0,3
DO-1D-3123|2020-02-25,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2020-02-25,1,0,True,-1,no_assessment_in_window,,,False,0,0,0,3
DO-1D-3123|2020-03-09,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2020-03-09,0,0,True,1,observed_burden,2020-03-16T00:00:00,7.0,True,1,1,1,3
DO-1D-3123|2020-03-16,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2020-03-16,1,0,True,0,observed_burden,2020-03-23T00:00:00,7.0,True,1,1,1,3
DO-1D-3123|2020-03-23,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2020-03-23,0,0,True,1,observed_burden,2020-03-30T00:00:00,7.0,True,1,1,1,3
DO-1D-3123|2020-03-30,DO-1D-3123,DO-1D-3123,J:DO,IF1,f,2020-03-30,1,0,True,2,terminal_FD,2020-04-07T00:00:00,,False,0,0,0,3
DO-1D-3124|2019-12-11,DO-1D-3124,DO-1D-3124,J:DO,IF1,f,2019-12-11,1,0,True,1,observed_burden,2019-12-19T00:00:00,8.0,True,1,1,1,1
DO-1D-3124|2019-12-19,DO-1D-3124,DO-1D-3124,J:DO,IF1,f,2019-12-19,1,0,True,0,observed_burden,2019-12-24T00:00:00,5.0,True,1,1,1,1
DO-1D-3124|2019-12-24,DO-1D-3124,DO-1D-3124,J:DO,IF1,f,2019-12-24,0,0,True,-1,no_assessment_in_window,,,False,0,0,0,1
DO-1D-3124|2020-01-03,DO-1D-3124,DO-1D-3124,J:DO,IF1,f,2020-01-03,1,0,True,0,observed_burden,2020-01-08T00:00:00,5.0,True,1,1,1,1
DO-1D-3124|2020-01-08,DO-1D-3124,DO-1D-3124,J:DO,IF1,f,2020-01-08,0,0,True,1,observed_burden,2020-01-15T00:00:00,7.0,True,1,1,1,1
DO-1D-3124|2020-01-15,DO-1D-3124,DO-1D-3124,J:DO,IF1,f,2020-01-15,1,0,True,0,observed_burden,2020-01-20T00:00:00,5.0,True,1,1,1,1
DO-1D-3124|2020-01-20,DO-1D-3124,DO-1D-3124,J:DO,IF1,f,2020-01-20,0,0,True,0,observed_burden,2020-01-27T00:00:00,7.0,True,1,1,1,1
DO-1D-3124|2020-01-27,DO-1D-3124,DO-1D-3124,J:DO,IF1,f,2020-01-27,0,0,True,0,observed_burden,2020-02-03T00:00:00,7.0,True,1,1,1,1
DO-1D-3124|2020-02-03,DO-1D-3124,DO-1D-3124,J:DO,IF1,f,2020-02-03,0,0,True,1,observed_burden,2020-02-11T00:00:00,8.0,True,1,1,1,1
